DISTRICT_NAME,YEAR,CROP_TYPE,AREA,PRODUCTION,YIELD,AUTUMN_HUMIDITY,SPRING_HUMIDITY,SUMMER_HUMIDITY,WINTER_HUMIDITY,AUTUMN_RAINFALL,SPRING_RAINFALL,SUMMER_RAINFALL,WINTER_RAINFALL,AUTUMN_TEMPERATURE,SPRING_TEMPERATURE,SUMMER_TEMPERATURE,WINTER_TEMPERATURE,AUTUMN_WIND_SPEED,SPRING_WIND_SPEED,SUMMER_WIND_SPEED,WINTER_WIND_SPEED
BAITADI,2008,PADDY,5330.0,9660.0,1812.0,6.01,4.72,12.43,2.83,15.14,79.74,756.5,12.66,8.38,10.82,14.93,2.22,1.81,2.58,2.17,1.99
BAITADI,2009,PADDY,5300.0,10017.0,1890.0,5.3,4.52,10.92,2.76,107.1,43.71,514.34,16.92,7.32,11.31,16.23,3.59,1.9,2.68,2.43,2.01
BAITADI,2010,PADDY,6221.0,14182.0,2280.0,6.42,4.39,11.43,2.74,38.76,23.08,831.57,46.13,8.24,12.82,15.82,2.19,1.84,2.75,2.32,2.11
BAITADI,2011,PADDY,6000.0,15000.0,2500.0,6.24,5.54,12.2,2.89,4.15,80.75,853.05,62.13,8.31,10.34,15.17,1.42,1.88,2.52,2.18,1.97
BAITADI,2012,PADDY,6500.0,14280.0,2197.0,6.01,4.56,11.56,3.03,5.06,45.35,541.81,48.33,7.24,10.41,16.31,0.81,1.89,2.56,2.48,1.99
BAITADI,2013,PADDY,7000.0,15680.0,2240.0,6.67,5.52,13.1,3.53,36.79,30.3,830.38,187.4,8.34,11.15,15.38,1.07,1.82,2.61,2.42,1.99
BAITADI,2014,PADDY,7000.0,15680.0,2240.0,5.8,5.63,11.92,3.15,38.68,85.38,492.42,135.83,8.34,10.06,16.28,1.66,2.01,2.52,2.54,2.0
BAITADI,2015,PADDY,7000.0,16470.0,2353.0,5.67,6.38,11.76,3.42,18.37,227.43,408.12,99.08,9.26,9.78,15.88,2.24,2.02,2.3,2.44,2.07
BAITADI,2016,PADDY,8000.0,18540.0,2318.0,5.26,5.68,12.71,2.54,4.51,109.21,473.22,28.5,9.37,11.93,15.99,4.18,2.08,2.58,2.49,2.0
BAITADI,2017,PADDY,7573.0,18262.0,2412.0,6.17,5.58,12.57,3.04,1.08,156.5,572.44,32.44,8.65,11.1,15.96,3.76,2.0,2.56,2.43,2.12
BAITADI,2018,PADDY,7624.0,19365.0,2540.0,5.54,5.31,12.6,2.75,0.53,4.16,18.77,0.63,7.32,11.48,16.05,3.13,1.9,2.66,2.45,2.07
BAITADI,2019,PADDY,8545.0,18190.0,2130.0,5.98,5.5,12.11,3.23,1.21,2.89,15.65,7.43,8.55,10.02,16.23,-0.06,1.92,2.49,2.41,2.14
BAJHANG,1981,PADDY,3100.0,5180.0,1671.0,3.78,4.64,9.78,2.37,29.41,155.03,451.38,74.64,2.32,5.14,11.73,-4.35,2.19,2.56,2.49,2.25
BAJHANG,1982,PADDY,2940.0,4910.0,1670.0,3.99,4.76,9.1,2.25,3.75,55.18,241.82,79.19,3.24,4.41,11.76,-3.81,2.16,2.8,2.68,2.2
BAJHANG,1983,PADDY,2940.0,4940.0,1680.0,4.24,4.19,9.32,1.94,50.56,85.52,376.99,21.05,2.72,4.39,12.04,-3.99,2.09,2.88,2.58,2.29
BAJHANG,1984,PADDY,2700.0,3510.0,1300.0,3.17,3.84,9.9,1.93,7.45,28.41,255.76,60.92,3.08,6.56,12.1,-4.25,2.33,2.93,2.72,2.44
BAJHANG,1985,PADDY,2700.0,4050.0,1500.0,4.71,3.56,9.58,2.01,51.21,51.96,300.11,82.97,3.14,6.66,11.9,-4.42,2.11,3.0,2.67,2.37
BAJHANG,1986,PADDY,3090.0,4940.0,1599.0,3.8,3.72,9.12,2.04,11.01,61.16,422.06,42.54,2.95,4.83,11.52,-3.43,2.14,2.94,2.6,2.3
BAJHANG,1987,PADDY,3400.0,5780.0,1700.0,2.76,3.9,8.39,1.92,19.51,67.7,137.36,32.13,4.44,5.26,12.74,-1.82,2.37,2.76,2.93,2.27
BAJHANG,1988,PADDY,3550.0,6490.0,1828.0,3.84,3.51,9.95,2.2,0.83,57.05,321.95,92.03,3.68,6.25,12.33,-1.75,2.24,2.99,2.7,2.23
BAJHANG,1990,PADDY,3800.0,7880.0,2074.0,3.8,4.22,9.85,2.15,2.44,55.47,236.3,53.8,3.83,5.25,12.69,-1.47,2.22,2.82,2.67,2.32
BAJHANG,1991,PADDY,3580.0,7340.0,2050.0,2.96,3.47,9.31,2.07,1.18,84.56,130.29,30.17,2.95,5.57,12.75,-2.86,2.33,2.91,2.86,2.3
BAJHANG,1992,PADDY,3510.0,6670.0,1900.0,3.96,3.22,9.15,1.96,43.62,20.02,205.06,5.39,3.71,5.89,12.06,-2.44,2.17,3.05,2.84,2.38
BAJHANG,1993,PADDY,3400.0,6710.0,1974.0,2.86,3.59,9.4,1.79,0.02,48.16,126.93,15.31,4.33,4.92,12.55,-1.37,2.38,2.97,2.85,2.43
BAJHANG,1994,PADDY,3600.0,7117.0,1977.0,3.68,3.46,9.54,2.02,0.12,19.6,190.33,27.9,3.3,6.25,12.78,-2.87,2.26,2.99,2.75,2.44
BAJHANG,1995,PADDY,3450.0,6680.0,1936.0,3.9,3.64,9.41,2.09,21.56,16.92,170.41,49.93,3.96,5.8,12.72,-4.0,2.28,2.9,2.91,2.33
BAJHANG,1996,PADDY,3500.0,7000.0,2000.0,4.0,3.9,9.94,1.89,11.53,44.53,182.57,59.17,3.84,6.11,12.35,-2.51,2.23,2.93,2.8,2.37
BAJHANG,1997,PADDY,3490.0,6280.0,1799.0,3.83,3.67,9.67,1.77,5.71,46.49,166.64,60.08,2.34,4.81,12.57,-4.29,2.13,2.81,2.8,2.46
BAJHANG,1998,PADDY,3500.0,7000.0,2000.0,4.42,3.99,9.93,1.87,27.39,79.51,124.49,7.16,5.15,5.82,13.37,-2.18,2.3,2.83,2.91,2.35
BAJHANG,1999,PADDY,4500.0,5985.0,1330.0,3.24,2.83,9.54,1.76,14.35,21.3,129.97,15.58,4.23,7.16,12.85,-1.38,2.33,3.09,2.89,2.31
BAJHANG,2000,PADDY,5214.0,8820.0,1692.0,3.82,3.68,10.26,1.72,0.59,73.47,332.45,20.52,4.28,6.33,11.84,-2.92,2.3,2.88,2.61,2.42
BAJHANG,2001,PADDY,5314.0,9557.0,1798.0,3.6,3.98,10.04,1.67,11.89,42.29,319.78,1.49,4.56,5.86,12.26,-1.76,2.28,2.74,2.68,2.45
BAJHANG,2002,PADDY,5930.0,10750.0,1813.0,3.6,3.7,8.89,1.91,5.08,16.24,169.27,75.36,3.78,6.83,12.38,-2.75,2.25,2.89,2.82,2.37
BAJHANG,2003,PADDY,5930.0,10750.0,1813.0,3.58,3.61,9.86,2.03,25.25,8.96,316.52,43.27,3.77,5.89,12.59,-2.84,2.2,2.92,2.71,2.36
BAJHANG,2004,PADDY,5930.0,10750.0,1813.0,4.24,4.12,9.91,2.13,29.87,111.56,397.03,23.38,2.82,7.29,11.71,-1.76,2.05,2.9,2.56,2.28
BAJHANG,2005,PADDY,5930.0,10750.0,1813.0,4.3,4.32,9.96,2.32,20.68,91.95,542.47,65.73,2.93,5.31,12.05,-3.9,2.06,2.75,2.48,2.18
BAJHANG,2006,PADDY,5742.0,9949.0,1733.0,4.59,4.93,10.26,2.38,18.95,146.51,452.81,24.48,3.39,5.14,11.81,-0.57,2.11,2.63,2.49,2.31
BAJHANG,2007,PADDY,6005.0,9200.0,1532.0,4.47,5.15,10.6,2.14,4.22,182.61,592.98,93.95,3.61,4.92,12.02,-3.2,2.05,2.54,2.53,2.24
BAJHANG,2008,PADDY,6005.0,9200.0,1532.0,4.92,4.35,10.72,2.48,11.17,84.91,634.2,12.54,4.15,5.57,11.48,-2.59,2.01,2.67,2.36,2.33
BAJHANG,2009,PADDY,6000.0,9000.0,1500.0,4.46,4.2,9.48,2.41,100.52,42.87,410.84,16.54,3.0,6.02,12.29,-1.41,2.08,2.84,2.68,2.22
BAJHANG,2010,PADDY,4290.0,10725.0,2500.0,5.22,4.12,9.96,2.28,43.47,24.39,628.61,39.52,3.89,7.42,12.04,-2.74,2.02,2.93,2.58,2.31
BAJHANG,2011,PADDY,7006.0,10725.0,1531.0,5.21,4.96,10.54,2.44,2.2,72.66,697.5,59.59,4.37,5.3,11.64,-3.72,2.09,2.62,2.43,2.27
BAJHANG,2012,PADDY,7006.0,20528.0,2930.0,5.0,4.24,10.17,2.57,5.01,47.26,448.64,47.69,2.78,5.13,12.44,-4.33,2.06,2.72,2.72,2.26
BAJHANG,2013,PADDY,7006.0,22769.0,3250.0,5.59,5.0,11.32,2.85,46.35,38.58,686.33,172.6,4.08,5.66,11.95,-4.09,2.0,2.72,2.64,2.26
BAJHANG,2014,PADDY,7006.0,22769.0,3250.0,5.06,5.03,10.44,2.63,42.99,74.59,407.03,114.28,3.88,4.86,12.44,-3.71,2.14,2.66,2.76,2.28
BAJHANG,2015,PADDY,7006.0,21791.0,3110.0,4.9,5.55,10.26,2.84,19.83,224.37,342.93,95.41,4.81,4.56,12.02,-3.25,2.13,2.37,2.64,2.3
BAJHANG,2016,PADDY,7100.0,23430.0,3300.0,4.6,5.07,11.02,2.21,7.54,98.79,396.65,33.43,4.96,6.8,12.49,-0.69,2.28,2.72,2.76,2.28
BAJHANG,2017,PADDY,6721.0,23079.0,3434.0,5.39,4.97,10.9,2.59,2.08,148.62,476.15,26.76,4.36,5.81,12.36,-1.14,2.12,2.73,2.7,2.36
BAJHANG,2018,PADDY,6431.0,22766.0,3540.0,4.64,4.78,10.9,2.37,0.4,4.53,16.41,0.56,2.92,6.3,12.38,-1.64,2.09,2.77,2.66,2.36
BAJHANG,2019,PADDY,7006.0,23865.0,3410.0,5.16,4.9,10.58,2.67,1.05,3.11,14.13,7.16,4.26,4.5,12.42,-5.23,2.08,2.59,2.63,2.4
BAJURA,1981,PADDY,1810.0,3200.0,1768.0,3.04,3.92,8.47,1.9,24.32,143.8,377.98,68.72,-1.8,0.5,8.57,-9.11,2.38,2.84,2.74,2.5
BAJURA,1982,PADDY,1470.0,3130.0,2129.0,3.24,4.0,7.84,1.84,2.88,45.1,186.99,66.94,-0.72,0.1,8.59,-8.51,2.3,3.36,2.92,2.62
BAJURA,1983,PADDY,1470.0,2650.0,1803.0,3.37,3.62,7.97,1.58,41.96,84.25,291.92,16.1,-1.3,-0.2,8.74,-8.52,2.3,3.4,2.87,2.76
BAJURA,1984,PADDY,1450.0,2390.0,1648.0,2.54,3.3,8.37,1.58,5.38,25.3,187.24,55.02,-0.96,2.02,9.26,-8.88,2.53,3.21,2.91,3.18
BAJURA,1985,PADDY,2700.0,5400.0,2000.0,3.74,3.15,8.26,1.66,38.47,45.0,224.17,75.1,-0.7,2.1,8.91,-9.26,2.51,3.42,2.92,2.7
BAJURA,1986,PADDY,2650.0,5240.0,1977.0,3.08,3.21,7.79,1.66,9.26,59.83,345.34,38.5,-1.11,0.19,8.46,-8.16,2.3,3.44,2.8,2.68
BAJURA,1987,PADDY,2500.0,4750.0,1900.0,2.3,3.36,7.27,1.6,16.34,63.52,98.43,31.1,0.41,0.76,9.42,-6.6,2.52,3.1,3.12,2.54
BAJURA,1988,PADDY,2810.0,5200.0,1851.0,3.0,3.04,8.49,1.82,0.61,47.7,237.32,82.4,-0.29,1.5,9.36,-6.28,2.42,3.35,2.97,2.64
BAJURA,1990,PADDY,2630.0,5010.0,1905.0,3.08,3.59,8.43,1.79,2.34,49.61,179.05,46.38,-0.19,0.89,9.72,-5.88,2.49,3.22,2.9,2.82
BAJURA,1991,PADDY,2500.0,3400.0,1360.0,2.36,3.08,7.98,1.71,0.79,88.76,92.3,24.59,-1.15,0.58,9.66,-7.44,2.5,3.32,3.07,2.76
BAJURA,1992,PADDY,2450.0,3180.0,1298.0,3.2,2.82,7.86,1.62,43.94,17.72,149.2,5.3,-0.25,1.36,8.97,-6.96,2.34,3.6,3.04,2.76
BAJURA,1993,PADDY,3200.0,5870.0,1834.0,2.32,3.12,8.02,1.49,0.02,43.75,90.28,12.88,0.39,0.47,9.44,-5.86,2.44,3.32,3.17,2.92
BAJURA,1994,PADDY,3300.0,5765.0,1747.0,2.97,3.05,8.23,1.66,0.08,19.42,156.2,23.52,-0.76,1.62,9.71,-7.44,2.4,3.38,2.94,2.99
BAJURA,1995,PADDY,3200.0,6010.0,1878.0,3.16,3.22,8.09,1.72,22.12,16.8,126.09,48.05,-0.21,1.09,9.64,-8.73,2.54,3.34,3.17,2.7
BAJURA,1996,PADDY,3200.0,6080.0,1900.0,3.22,3.42,8.54,1.54,8.84,43.53,135.36,53.09,-0.1,1.42,9.41,-7.12,2.59,3.38,3.03,2.81
BAJURA,1997,PADDY,3200.0,5700.0,1781.0,3.16,3.18,8.24,1.44,4.93,48.45,137.46,56.74,-1.68,0.27,9.48,-9.01,2.58,3.23,2.98,2.84
BAJURA,1998,PADDY,3230.0,6830.0,2115.0,3.6,3.46,8.59,1.53,22.86,77.9,88.46,6.25,1.16,1.44,10.34,-6.97,2.55,3.14,3.18,2.66
BAJURA,1999,PADDY,3260.0,6031.0,1850.0,2.68,2.53,8.24,1.46,11.01,21.72,105.35,14.1,0.15,2.6,9.78,-5.84,2.55,3.42,3.1,2.68
BAJURA,2000,PADDY,3260.0,6030.0,1850.0,3.06,3.17,8.83,1.42,0.62,65.27,260.7,19.39,0.42,1.84,8.96,-7.48,2.49,3.22,2.91,2.88
BAJURA,2001,PADDY,3310.0,6660.0,2012.0,2.95,3.46,8.62,1.38,9.52,39.08,255.49,1.94,0.57,1.52,9.27,-6.36,2.42,3.09,2.96,2.92
BAJURA,2002,PADDY,3260.0,6010.0,1844.0,2.94,3.2,7.75,1.56,4.61,14.96,139.14,65.99,-0.38,2.27,9.2,-7.42,2.41,3.22,3.08,2.82
BAJURA,2003,PADDY,3260.0,6010.0,1844.0,2.83,3.12,8.56,1.65,22.37,9.34,245.77,38.54,-0.4,1.38,9.56,-7.56,2.38,3.42,3.01,2.7
BAJURA,2004,PADDY,3260.0,6010.0,1844.0,3.41,3.54,8.48,1.72,26.15,96.16,315.56,21.08,-1.15,2.9,8.79,-6.42,2.26,3.24,2.84,2.66
BAJURA,2005,PADDY,3260.0,6010.0,1844.0,3.42,3.67,8.6,1.88,15.4,81.39,429.1,57.48,-1.06,0.79,8.95,-8.55,2.3,3.24,2.79,2.68
BAJURA,2006,PADDY,2900.0,5280.0,1821.0,3.66,4.15,8.84,1.97,17.1,131.87,356.96,23.51,-0.59,0.77,8.88,-5.2,2.34,2.93,2.76,2.78
BAJURA,2007,PADDY,3310.0,6103.0,1844.0,3.51,4.3,9.14,1.71,3.5,162.07,460.26,78.84,-0.3,0.38,9.07,-7.87,2.32,2.8,2.8,2.66
BAJURA,2008,PADDY,3310.0,6103.0,1844.0,3.8,3.75,9.2,1.97,10.66,78.35,489.4,11.69,0.22,1.13,8.64,-7.12,2.29,2.98,2.65,3.03
BAJURA,2009,PADDY,2910.0,4365.0,1500.0,3.64,3.56,8.1,1.96,85.72,37.41,311.83,14.58,-1.19,1.62,9.1,-5.96,2.36,3.32,2.94,2.62
BAJURA,2010,PADDY,7005.0,5989.0,855.0,4.14,3.58,8.68,1.82,38.92,19.7,489.08,34.53,-0.15,2.92,8.98,-7.44,2.19,3.28,2.9,2.59
BAJURA,2011,PADDY,3310.0,7613.0,2300.0,4.03,4.14,9.12,1.92,2.44,61.44,526.04,52.2,0.62,1.02,8.79,-8.49,2.32,3.06,2.7,2.73
BAJURA,2012,PADDY,3310.0,7613.0,2300.0,3.98,3.61,8.83,2.04,4.58,43.11,346.02,40.38,-1.23,0.69,9.33,-8.97,2.49,3.28,3.04,2.93
BAJURA,2013,PADDY,3310.0,7993.0,2415.0,4.47,4.28,9.76,2.24,38.36,34.4,531.74,156.36,0.18,0.82,9.15,-8.86,2.4,3.11,2.88,2.85
BAJURA,2014,PADDY,3310.0,7993.0,2415.0,4.07,4.27,9.02,2.09,39.63,71.03,324.56,106.3,-0.16,0.29,9.38,-8.58,2.37,3.22,3.05,2.86
BAJURA,2015,PADDY,3310.0,8606.0,2600.0,3.98,4.63,8.78,2.27,20.83,210.22,276.84,86.39,0.79,-0.12,8.9,-8.06,2.34,2.7,2.94,2.81
BAJURA,2016,PADDY,3310.0,7003.0,2116.0,3.76,4.34,9.5,1.81,9.52,92.51,314.62,31.52,0.94,2.38,9.62,-5.3,2.51,3.12,3.0,2.68
BAJURA,2017,PADDY,3133.0,6898.0,2202.0,4.3,4.3,9.44,2.13,2.89,145.36,382.6,24.04,0.57,1.14,9.32,-5.7,2.47,3.26,2.99,2.88
BAJURA,2018,PADDY,2917.0,6534.0,2240.0,3.64,4.04,9.42,1.91,0.38,4.18,13.0,0.56,-1.13,1.81,9.44,-6.14,2.4,3.1,2.89,2.82
BAJURA,2019,PADDY,4200.0,10500.0,2500.0,4.2,4.15,9.1,2.12,1.05,3.16,11.58,6.52,0.2,-0.16,9.29,-10.03,2.46,2.92,2.86,2.95
BANKE,1981,PADDY,33440.0,56850.0,1700.0,8.51,7.2,16.63,5.19,54.69,158.41,1090.76,81.86,18.74,24.77,26.59,13.83,1.96,2.66,2.47,2.12
BANKE,1982,PADDY,33000.0,30150.0,914.0,8.52,7.73,15.65,4.93,15.34,120.99,889.93,139.2,19.36,23.81,27.29,13.71,2.04,3.03,2.32,2.28
BANKE,1983,PADDY,34000.0,66900.0,1968.0,9.87,5.78,15.31,4.17,94.08,56.82,873.87,45.82,18.84,24.72,27.98,13.25,1.88,3.15,2.48,2.25
BANKE,1984,PADDY,24170.0,47880.0,1981.0,7.2,5.82,16.66,4.09,23.3,35.7,784.26,60.19,19.7,26.37,26.61,13.43,2.09,3.12,2.31,2.42
BANKE,1985,PADDY,30370.0,51560.0,1698.0,10.3,4.78,15.86,4.34,145.83,65.74,847.21,48.96,18.24,26.8,27.02,14.19,1.81,3.38,2.49,2.38
BANKE,1986,PADDY,19740.0,15470.0,784.0,7.21,5.4,15.22,4.69,23.47,47.14,801.12,60.19,19.58,25.09,26.84,13.95,2.1,3.09,2.34,2.24
BANKE,1987,PADDY,28540.0,57080.0,2000.0,6.54,5.53,13.92,3.89,63.22,67.77,451.18,39.41,20.3,25.19,29.16,15.27,2.01,3.22,2.38,2.15
BANKE,1988,PADDY,32200.0,70840.0,2200.0,8.74,5.45,17.14,4.39,5.01,90.35,1165.05,107.58,20.06,26.36,26.78,15.43,1.96,3.05,2.36,2.17
BANKE,1990,PADDY,32250.0,81400.0,2524.0,8.56,6.23,16.7,4.27,9.69,64.05,914.11,81.39,20.06,25.27,26.92,15.44,1.96,2.99,2.28,2.44
BANKE,1991,PADDY,23540.0,18880.0,802.0,6.82,4.3,15.9,4.12,6.43,30.24,605.84,51.0,19.57,26.74,27.9,14.93,2.12,3.17,2.47,2.35
BANKE,1992,PADDY,25800.0,36120.0,1400.0,8.02,4.62,15.25,3.99,53.7,25.14,744.1,7.27,19.88,25.93,27.28,14.3,2.1,3.7,2.46,2.3
BANKE,1993,PADDY,33199.0,83001.0,2500.0,5.66,5.16,15.47,3.29,0.16,85.63,491.01,19.33,21.06,24.89,27.84,15.33,2.2,3.08,2.48,2.34
BANKE,1994,PADDY,30540.0,29552.0,968.0,6.56,4.77,15.87,3.79,1.72,20.8,564.17,47.08,20.49,26.52,27.93,15.09,2.22,3.2,2.44,2.48
BANKE,1995,PADDY,32250.0,80250.0,2488.0,7.2,4.64,15.69,3.81,18.14,7.24,532.99,35.67,21.16,26.51,28.05,14.51,2.14,3.26,2.52,2.46
BANKE,1996,PADDY,33000.0,87100.0,2639.0,7.95,5.25,16.1,3.82,44.0,26.2,501.58,86.71,20.12,26.43,27.36,14.7,2.12,3.21,2.47,2.42
BANKE,1997,PADDY,33100.0,95490.0,2885.0,6.9,4.81,14.9,3.55,23.82,28.48,329.48,68.16,20.5,25.18,28.34,13.76,2.11,3.11,2.51,2.44
BANKE,1998,PADDY,33500.0,95200.0,2842.0,9.34,5.96,16.3,3.92,58.85,74.23,504.26,14.0,21.77,25.29,27.95,14.41,1.98,2.94,2.55,2.19
BANKE,1999,PADDY,31840.0,85941.0,2699.0,6.92,3.99,15.3,3.67,41.0,37.52,370.54,22.49,20.84,26.97,28.28,15.51,2.17,3.29,2.35,2.33
BANKE,2000,PADDY,31840.0,90203.0,2833.0,8.1,5.21,17.03,3.3,0.72,90.08,852.56,22.74,20.38,26.43,26.41,14.46,2.04,3.01,2.36,2.39
BANKE,2001,PADDY,32000.0,93760.0,2930.0,7.62,5.56,16.67,3.34,44.39,48.56,640.98,2.7,20.96,26.12,27.33,15.0,2.04,2.92,2.08,2.28
BANKE,2002,PADDY,28359.0,45854.0,1617.0,7.3,5.31,14.47,4.13,9.96,23.61,403.23,89.94,21.16,26.84,28.87,14.88,2.2,2.97,2.49,2.34
BANKE,2003,PADDY,33160.0,90546.0,2731.0,8.14,4.86,16.07,4.53,29.94,12.29,610.46,55.43,20.16,25.91,27.82,14.41,2.08,3.01,2.31,2.3
BANKE,2004,PADDY,29425.0,39212.0,1333.0,8.42,6.18,16.92,4.75,39.06,135.37,849.29,36.26,19.28,26.92,26.36,14.68,1.94,3.06,2.32,2.16
BANKE,2005,PADDY,31500.0,84720.0,2690.0,9.54,6.42,16.32,4.97,59.87,99.63,1047.3,71.89,19.24,25.27,27.18,14.46,1.83,2.82,2.51,2.26
BANKE,2006,PADDY,29032.0,63870.4,2200.0,9.13,7.79,17.4,4.8,30.17,170.78,963.7,19.42,20.36,24.97,26.26,16.04,2.01,2.56,2.19,2.35
BANKE,2007,PADDY,33500.0,95100.0,2839.0,10.24,8.59,17.39,4.76,9.95,202.18,1189.84,122.75,19.45,24.82,26.52,14.1,1.79,2.71,2.28,2.31
BANKE,2008,PADDY,36500.0,110550.0,3029.0,11.35,6.32,18.18,5.14,12.78,113.66,1498.8,11.93,19.68,25.73,25.33,14.36,1.67,2.85,2.02,2.09
BANKE,2009,PADDY,34500.0,102225.0,2963.0,9.7,6.37,16.05,5.19,151.58,65.08,879.58,19.94,19.12,25.96,27.72,15.2,2.02,2.92,2.36,2.25
BANKE,2010,PADDY,42550.0,148925.0,3500.0,11.86,5.96,16.6,5.13,52.16,49.25,1127.77,41.83,19.94,27.6,27.27,14.2,1.83,3.08,2.41,2.15
BANKE,2011,PADDY,36462.0,123971.0,3400.0,11.2,7.34,17.58,5.27,0.81,89.85,1467.68,57.64,19.51,25.27,26.09,13.73,1.8,2.82,2.3,2.13
BANKE,2012,PADDY,33675.0,109226.0,3244.0,10.26,5.9,16.19,5.35,6.75,38.81,1097.28,80.45,18.79,25.47,27.4,13.43,1.76,3.03,2.52,2.31
BANKE,2013,PADDY,36500.0,128700.0,3526.0,11.73,7.03,18.41,6.2,89.88,34.29,1488.31,154.4,19.6,25.86,25.7,13.75,1.78,3.0,2.27,2.13
BANKE,2014,PADDY,32500.0,102375.0,3150.0,9.57,7.12,16.49,5.64,50.62,63.76,1027.88,98.8,19.88,25.33,27.67,13.81,2.06,3.02,2.35,2.25
BANKE,2015,PADDY,31900.0,92725.0,2907.0,8.87,8.7,16.87,5.38,22.97,226.19,937.93,67.07,21.24,24.5,26.98,14.74,2.08,2.7,2.35,2.19
BANKE,2016,PADDY,36500.0,85442.0,2341.0,9.84,6.96,18.26,4.43,61.5,151.96,1136.07,21.42,20.44,26.87,26.49,15.74,1.84,3.03,2.21,2.28
BANKE,2017,PADDY,34550.0,84161.0,2436.0,10.46,7.31,17.84,5.17,8.37,157.74,1137.22,31.57,20.75,26.12,26.88,15.85,1.89,2.73,2.32,2.18
BANKE,2018,PADDY,34182.0,107673.0,3150.0,9.68,7.65,18.07,4.68,0.04,6.98,44.39,0.48,19.47,25.95,26.65,14.76,1.97,2.8,2.34,2.24
BANKE,2019,PADDY,31500.0,109500.0,3480.0,11.4,7.45,17.76,5.77,0.53,2.63,39.45,6.85,19.72,25.1,27.08,13.51,1.65,2.88,2.32,2.19
BARA,1981,PADDY,52200.0,140940.0,2700.0,9.88,8.34,18.22,5.25,28.46,216.12,1001.58,36.5,20.57,26.23,27.31,15.82,1.87,2.61,2.51,2.09
BARA,1982,PADDY,49270.0,61950.0,1257.0,8.86,7.32,17.12,4.92,13.68,109.98,708.2,84.9,21.56,26.39,28.37,15.75,1.9,2.7,2.48,2.13
BARA,1983,PADDY,52200.0,162250.0,3108.0,9.17,5.9,16.27,3.45,59.12,58.22,454.14,7.6,22.35,26.7,29.51,15.68,1.92,2.99,2.7,2.21
BARA,1984,PADDY,56910.0,157500.0,2768.0,8.88,5.79,18.08,3.71,15.45,51.78,898.67,28.22,21.17,28.31,26.87,15.5,1.84,3.04,2.47,2.32
BARA,1985,PADDY,56740.0,164550.0,2900.0,11.74,5.23,17.08,4.63,103.39,31.53,921.2,22.91,19.94,28.48,27.94,15.8,1.59,3.04,2.5,2.16
BARA,1986,PADDY,56990.0,153140.0,2687.0,7.74,5.89,16.6,4.91,45.62,64.53,675.03,48.19,21.56,26.95,27.73,15.92,1.91,2.88,2.66,2.25
BARA,1987,PADDY,56980.0,179770.0,3155.0,10.93,5.34,16.97,4.43,92.45,43.56,882.37,10.65,20.35,27.32,28.28,16.69,1.58,2.85,2.44,2.12
BARA,1988,PADDY,61180.0,188910.0,3088.0,9.3,7.01,18.16,4.51,15.9,149.56,811.05,29.58,22.24,27.26,27.65,17.0,1.88,2.71,2.36,2.13
BARA,1990,PADDY,60220.0,181560.0,3015.0,9.47,6.15,17.91,4.16,19.3,29.33,901.41,24.59,22.06,27.37,27.84,17.16,1.87,2.8,2.54,2.1
BARA,1991,PADDY,58390.0,193560.0,3315.0,7.54,4.82,17.14,3.87,2.52,29.51,499.62,26.1,21.8,28.49,28.6,17.08,1.98,2.91,2.74,2.29
BARA,1992,PADDY,54300.0,165610.0,3050.0,8.6,4.92,15.72,3.8,57.18,30.6,475.36,7.55,22.36,28.0,28.92,15.92,1.98,3.55,2.74,2.13
BARA,1993,PADDY,58001.0,171099.0,2950.0,8.2,6.3,16.58,3.42,8.49,107.89,522.52,8.52,22.46,26.47,28.74,16.84,1.9,2.93,2.64,2.19
BARA,1994,PADDY,55970.0,142925.0,2554.0,7.55,5.28,16.8,3.8,7.88,29.78,515.22,23.42,22.2,28.2,29.11,16.76,2.02,2.97,2.72,2.34
BARA,1995,PADDY,55504.0,153857.0,2772.0,8.74,4.93,17.88,3.85,43.11,13.31,678.08,35.4,22.44,28.43,28.04,16.17,1.95,3.23,2.53,2.31
BARA,1996,PADDY,56100.0,155000.0,2763.0,8.91,5.56,17.46,4.17,39.3,40.96,652.73,51.7,21.52,28.35,27.94,16.04,1.96,3.05,2.32,2.26
BARA,1997,PADDY,56500.0,166675.0,2950.0,8.04,5.34,16.85,3.67,16.56,54.86,558.68,29.96,22.13,26.87,28.38,15.41,1.98,2.94,2.48,2.3
BARA,1998,PADDY,54400.0,159920.0,2940.0,11.33,6.92,17.64,3.97,41.58,59.48,667.75,8.33,23.14,27.02,28.42,16.1,1.86,2.92,2.65,2.24
BARA,1999,PADDY,55050.0,181170.0,3291.0,9.0,5.24,16.93,3.92,66.76,48.95,449.73,3.55,22.18,28.4,28.54,17.59,1.94,2.99,2.71,2.27
BARA,2000,PADDY,54405.0,181930.0,3344.0,9.47,6.44,18.27,3.36,3.02,77.12,772.43,2.82,22.31,27.6,27.32,16.12,1.93,2.79,2.48,2.29
BARA,2001,PADDY,55875.0,190199.0,3404.0,10.58,6.64,18.0,3.63,43.77,71.01,662.62,1.25,21.93,27.77,28.24,16.13,1.87,2.89,2.45,2.12
